id,year,make,model,price,title,carAttrs,bodyText,imageName
16,2008,Mazda,3,"$6,250",2008 Mazda 3,"906 Daleview Drive 2008 mazda 3 condition: excellent cylinders: 4 cylinders drive: fwd fuel: gas odometer: 96,000 paint color: white title status: clean transmission: automatic type: hatchback","Drives like new! Low mileage, . Brakes, fuel injection, tires, radiator all replaced within the last year. Must test drive to see for yourself!",P2008Mazda3ZYXWVUTSRQPONML16.jpg
17,2019,Ford,F-250 King Ranch Ultimate  F250 **52K Miles Diesel,"$49,995",2019 Ford F-250 King Ranch Ultimate  F250 **52K Miles Diesel,"1081 Entry Drive google map  2019 Ford F-250 VIN: 1FT7W2BT0KEC77267 condition: like new cylinders: 8 cylinders drive: 4wd fuel: diesel odometer: 52,254 paint color: custom title status: rebuilt transmission: automatic type: pickup","Call OR text **We are in bensenville, illinois. We ship out of state weekly, or make the trip, or can also fly into ohare. We are 15 minutes from the airport. ****texas truck its entire life, WE just brought IT UP north. ***this truck IS not black, exterior IS dark burgundy/dark maroon IN sunlight. ***financing*** options available also, welcome to bring your own, our customers bring credit union checks weekly without issue. *****Rebuilt title.theft recovery / non collision recovered W/ NO damage. 100 pictures here: (last 4 pictures on is truck conidtion after recovery) ford F-250 6.7 diesel /4X4 king ranch ultimate panoramic sunroof power runing boards heated/cooled seats heated rear seats 360 camera lane keep assist adaptive steering ultimte trailer tow camera ON for upcoming cool cars and trucks! Shipping ballpark: TO texas TO east coast TO west coast f150 f250 f350 f450 f-150 f-250 f-350 f-450 ram silverado sierra 1 3500 cummins powerstroke duramax denali high country titan tundra tacoma frontier 96899CAA5056A981 powered by automoxie.com",Q2019FordF-250KingRanchUlt17.jpg
18,2013,Dump,truck  Ford F 550. 4x4 crew cab,"$46,000",2013 Dump truck  Ford F 550. 4x4 crew cab,"2013 Ford F 550 condition: excellent cylinders: 8 cylinders drive: 4wd fuel: diesel odometer: 71,818 paint color: white title status: clean transmission: automatic type: truck delivery available","Dump truck, 2013 ford F 550, 4x4, crew cab, 6.7 diesel engine, (12 feet by 92 inches by 48 inches, dump bed). The truck comes with a 9 feet snow dogg stainless steel plow, completely functional. Truck chassis and bed don't have any damage, just 2 seasons of snow service, as visible in the pictures. A video call could be agreed to hear and see it in a more detailed manner. It's ready to work immediately. Speak english or espaniol.",RDumptruck2013FordF550.4x418.jpg
19,2014,Chevrolet,Express 2500 Cargo Van w/WT,"$19,995$550/mo",2014 Chevrolet Express 2500 Cargo Van w/WT,"7216 Centreville Road 2014 chevrolet express 2500 cargo van VIN: 1GCWGFCA6E1187971 condition: excellent cylinders: 8 cylinders drive: rwd est. monthly pmt: $550 fuel: gas odometer: 126,000 paint color: custom title status: clean transmission: automatic type: van more ads by this seller",Mileage: 126000 condition: used engine: 4.8L/V8 transmission: automatic 6-Speed drivetrain: rwd fuel: gasoline exterior color: tan interior color: gray stock#: 924 WE DO IN house financing *** buy here pay here ***, ASK FOR DETAILS (703)330-6926. WE ARE LOCATED AT 7216 CENTREVILLE RD MANASSAS20111. OPEN 7 DAYS A WEEK. THERE IS NOT ANY FREIGHT OR DESTINATION CHARGES ON ANY VEHICLE. BUY OR SELL YOUR VEHICLE HERE. ALL VEHICLES ARE VIRGINIA INSPECTED AND COMES WITH 3 MONTHS /3000 MILES NATIONWIDE POWER TRAIN WARRANTY WITH FULL PURCHASE PRICE ON CASH DEALS ONLY (CERTAIN VEHICLES ARE EXCLUDED, CALL FOR DETAILS). WE ARE OPEN MON. - SAT. 10:00AM - 7:00PM AND SUN. 11:00AM - 5:00PM. AUTOCHECK REPORT IS AVAILABLE ON EVERY VEHICLE AT NO CHARGE. PRICE EXCLUDES PROCESSING FEE OF $699. ***  IS NOT RESPONSIBLE FOR ANY MISPRINT ON FEATURES, EQUIPMENT, PRICE," AND ETC.*** VISIT  ONLINE AT WWW.CATVA1.COM TO SEE MORE PICTURES OF THIS VEHICLE OR CALL US AT (703)330-6926 TODAY TO SCHEDULE YOUR TEST DRIVE.  7216 CENTREVILLE RD. MANASSAS20111 (703)330-6926 WWW.CATVA1.COM""",S2014ChevroletExpress2500C19.jpg
20,2012,Chevrolet,Express Cargo Van,"$20,995$500/mo",2012 Chevrolet Express Cargo Van,"7216 Centreville Road 2012 Chevrolet Express 1500 Cargo VIN: 1GCSGAFX0C1110351 condition: excellent cylinders: 6 cylinders drive: rwd est. monthly pmt: $500 fuel: gas odometer: 119,000 paint color: white title status: clean transmission: automatic type: van more ads by this seller","Offered by: -- mileage: 119000 condition: used engine: 4.3L/V6 transmission: automatic 4-Speed drivetrain: rwd fuel: gasoline exterior color: white interior color: gray stock#: 729 WE DO IN house financing *** buy here pay here ***, ask for details . . open 7 days A week. there IS not any freight OR destination charges ON any vehicle. buy OR sell your vehicle here. all vehicles are virginia inspected and comes with 3 months /3000 miles nationwide power train warranty with full purchase price ON cash deals only (certain vehicles are excluded, call for details). WE are open mon. - sat. - and sun. - . autocheck report IS available ON every vehicle AT NO charge. price excludes OF . *** IS not responsible for any misprint ON features, equipment, price, and etc.*** visit online AT www.CATVA1.com TO see more pictures OF this vehicle OR call US AT today TO schedule your test drive. www.CATVA1.com",T2012ChevroletExpressCargo20.jpg
21,2017,Chevrolet,Express 3500 Extended Cargo Van,"$23,995$600/mo",2017 Chevrolet Express 3500 Extended Cargo Van,"7216 Centreville Road 2017 Chevrolet Express 3500 Cargo EXT VIN: 1GCZGHFG7H1132958 condition: excellent cylinders: 8 cylinders drive: rwd est. monthly pmt: $600 fuel: gas odometer: 149,000 paint color: white title status: clean transmission: automatic type: van more ads by this seller","Offered by: -- mileage: 149000 condition: used engine: 6.0L/V8 transmission: automatic 6-Speed drivetrain: rwd fuel: gasoline exterior color: white interior color: gray stock#: 988 WE DO IN house financing *** buy here pay here ***, ask for details . . open 7 days A week. there IS not any freight OR destination charges ON any vehicle. buy OR sell your vehicle here. all vehicles are virginia inspected and comes with 3 months /3000 miles nationwide power train warranty with full purchase price ON cash deals only (certain vehicles are excluded, call for details). WE are open mon. - sat. - and sun. - . autocheck report IS available ON every vehicle AT NO charge. price excludes OF . *** IS not responsible for any misprint ON features, equipment, price, and etc.*** visit online AT www.CATVA1.com TO see more pictures OF this vehicle OR call US AT today TO schedule your test drive. www.CATVA1.com",U2017ChevroletExpress3500E21.jpg
22,2011, Chevrolet,Express,"$15,000",2011 Chevrolet Express,"Taskforce drive near Plank rd 2011 Chevrolet Express Cutaway 159"" Wheelbase VIN: 1GB3G3CG8B1121864 condition: excellent cylinders: 8 cylinders drive: rwd fuel: gas odometer: 126,000 paint color: white title status: clean transmission: automatic type: truck more ads by this seller","Very good work truck runs great and is strong and dependable. Empty 10000 gross wgt 12000 axles 2 actual miles 126,000 still have a long way to go.",VChevroletexpressexpress2022.jpg
23,1997,Acura,CL 3.0 Coupe 2D Premium,"$6,499",1997 Acura CL 3.0 Coupe 2D Premium,"1997 Acura CL VIN: 19UYA2253VL009352 condition: excellent cylinders: 6 cylinders drive: fwd fuel: gas odometer: 96,850 paint color: black title status: clean transmission: automatic type: coupe more ads by this seller","Royal pike motors prime & subprime lending available! We finance everyone! tons OF lenders - we offer guaranteed approval for everyone!!! bad credit, NO credit, repos, bankruptcy, WE got you covered. AS long AS you have A job = you got A car with US!! 1997 acura CL 6 cylinder 3.0 L automatic low mileage & price 4-Cyl, ulev, 3.6 liter up to 28 mpg! Very nice car for commuting, 74K miles only! Cloth seats, remote key fob, 4 new tires, CD player, power windows, power mirrors, clean carfax & title, 26 service history records on carfax, very well maintained, smooth ride, new brakes & rotors, new oil change, newinspection, ready TO GO !! LX edition loaded with: power door locks, air conditioning, CD/MP3 (Single disc), dual air bags, power steering, cruise control, premium sound, CD player, AM/FM stereo, tilt wheel, cassette, steel wheels, power windows, abs (4-Wheel), and more... call: TO get the best price! : : address: ,22630 store hours mon - sat: to to fill a credit application copy and paste this link: royalpikemotors.com/securecreditapp disclaimer royal pike motors will never sell, share, or spam your mobile number. extended warranty available UP TO 4 years. payments and downpayment subject TO credit approval. contact dealer for more info. These set prices are based on a one time payment in full with your own bank check, cashier check, credit card or cash. The amount specified in this ad is a cash price for the vehicle. The down payment may vary depending on the qualified customer. Annual percentage rate (apr) will vary per customer qualification. Deposits and/or down payments for our cars to hold for more than 48 hours is non-refundable. There's a one time of plus tags, tax, title. Some and conditions may apply for dealer arranged financing. Price does not include registration for dmv taxes, tags, title or . All advertised prices exclude government and taxes, any finance charges, any dealer document preparation charge, and any emission testing charge. Vehicle availability is not guaranteed and subject to prior sale. All vehicle details advertised are true to our best knowledge, but not guaranteed. It is the customer's sole responsibility to verify the existence and condition of any equipment listed. The dealership is not responsible for misprints on prices or equipment. It is the customer's sole responsibility to verify the accuracy of the prices with the dealer. Pricing are subject to change without notice. Any advertised down, monthly, bi-weekly, and weekly payments are estimated examples and / or approximate payments only and subject to credit check and approvals.",W1997AcuraCL3.0Coupe2DPrem23.jpg
24,2014,INTERNATIONAL,TERRASTAR 300hp DIESEL DUMP TRUCK AC AUTO UNDER CDL,"$39,950",2014 INTERNATIONAL TERRASTAR 300hp DIESEL DUMP TRUCK AC AUTO UNDER CDL,"2014 INTERNATIONAL TERRASTAR DUMP TRUCK condition: excellent cylinders: 8 cylinders drive: rwd fuel: diesel odometer: 40,591 paint color: red title status: clean transmission: automatic type: truck delivery available","""amazing"" low mile 6.5L international diesel - 300hp ! allison automatic - ice cold factory AC rare - hard TO find - heavy duty / under cdl ! 40,591 one owner garaged kept miles ... fleet maintained ! great service ! great condition and options, loaded ! great price and savings L@@K ! : saint joseph, MO 64505 call patrick @ 913.689.0447 low miles ! low hours ! ****ready TO haul dirt, gravel, rock and sand today**** possibilities for this truck are numerous ... You are looking at a 2014 international terrastar HD dump truck with 6.5L international diesel ""High horse heavy duty"" six cyl diesel with allison automatic transmission. This awesome diesel dump is IN great condition. this truck IS A one owner, fleet maintained vehicle since it was new. It came from a municipality and was very well maintained! It has seen little in its easy life and virtually ""NO"" bed use. As you can see from the pics there is virtually nothing to fault! Amazingly clean. With a perfect service history and similar performance and run out, this dump is ready to make someone a ton of money now ! This international terrastar dump has an excellent (10) eleven foot aluminum HD contractors dump body with light use and a smooth hydraulics system. It has a dump body with HD scissor lift, no tunnel hydraulic ram to take up bed space. gvw is 19,500 lbs ! Legally under cdl requirements ! This low use dump truck has been well maintained and it shows in the condition here. The exterior is great. The interior is great! The dash board is amazingly clean and everything works as it should. It runs, drives, shifts and stops just as it should. It is ready for work today ! This TerraStar just returned from a 3 hour roundtrip journey with zero issues. She drives 65 mph easily and the cabin hosts a national 2000 AirRide seat for driver that is in great condition and comfortable for anyone at any driving distance. It sits on new 19.5"" tires. This dump truck has been completely reconditioned ! This truck is a pleasure to drive. Drives ""Like new"" looks ""Like new"" ... This international truck just recently passed inspection. The dash has NO lights on for service or maintenance needed ... NO leaks ! ... I repeat, ""This truck currently does not leak a drop on the ground below it."" **** pre-emissions **** this truck is not handicapped with all the newer truck emissions systems. Enjoy years of emissions free operation without the need to service that troublesome stuff ! :-) NO def fluid ... although does utilize closed crankcase ventilation and dpf filter. This international terrastar HD dump truck comes loaded, loaded, loaded with the following equipment: 6.5L international diesel 8 cyl - 300hp aluminum wheels under cdl requirements allison automatic transmission - 6 speed w/ overdrive factory air conditioning (International Blend-Air) factory exhaust brake - electronically activated - from dash factory power steering factory power windows & locks factory premium trim interior factory cruise control factory tilt steering column factory locking rear differential factory heated mirrors factory hydraulic brakes factory strobe light controls factory aerodynamic sunshade with running lights factory engine block heater factory AM/FM stereo with bluetooth factory air suspension air ride seat for driver - national 2000 ! Equipped with factory hydraulic brakes factory front tow hooks factory cup holders factory 40 gal fuel tank - aluminum upfit with heavy duty aluminum 10 foot contractor dump body scissor hoist with fast action bed up and down (See video) thick steel pull plate with 15ton/30,000 lbs pintle hitch and 2 ""D"" rings new mudflaps all original owners manuals come with truck: 1. international warranty and owners information booklet 2. international dealers One-Stop service dealer directory 3. international operation & maintenance manual - 6.5L 4. Allison automatic transmission operation & maintenance manual if you're tired of looking at high mileage, used-up, overpriced, old trucks for too much money, stop your search because this is the bargain you have been looking for ... This truck would cost k new equipped similarly ... Enjoy a well maintained, recently serviced, pristine, diesel dump that is Pre-Emissions lacking def ... ****This truck has only logged 40,591 miles since new and drives like it has less than 20,000. yes you read that right, only 40,591 orig miles since new.**** I specialize in one owner, fleet maintained, low mile trucks ... here you GO ! rare AS hens teeth - under cdl dumps ! whoa ! don'T miss the opportunity TO get AN extremely nice truck for less than ""half"" the price of new ... I can ship anywhere in the usa with very reasonable rates and standby to assist with your purchase. ****Call patrick @ 913.689.0447 at your convenience with questions or to discuss**** copy and paste this link for: 2014 international terrastar dump under cdl AC 40K low miles red - ""bed raising - running"" copy and paste this link for: 2014 international terrastar dump under cdl AC 40K low miles red - ""bed lowering"" copy and paste this link for: 2014 international terrastar dump under cdl AC 40K low miles red - ""walk-around""",X2014INTERNATIONALTERRASTA24.jpg
25,2008,BMW,528i,"$5,999",2008 BMW 528i,"2008 bmw 528i condition: excellent cylinders: 6 cylinders drive: rwd fuel: gas odometer: 122,000 paint color: grey title status: clean transmission: automatic type: sedan","Clean title in hand, 122k miles, no warning lights drives amazing - really smooth with lots of power, lots of new parts and service done, really clean and gets compliments. I have 3 keys, window sticker, welcome box from brand new. Showing in college park, MD.",Y2008BMW528iZYXWVUTSRQPONM25.jpg
26,2021,Honda,Accord Sport Sedan,"$18,000",2021 Honda Accord Sport Sedan,"14088 sullyfield circle 2021 honda accord condition: excellent cylinders: 4 cylinders drive: fwd fuel: gas odometer: 20,200 paint color: blue title status: rebuilt transmission: automatic type: sedan","2021 honda accord sport special edition * for sale by owner, fully loaded with leather interior, brake assist, adaptive cruise control with low speed follow, apple and anroid car play, 19"" alloy wheels, 21k miles, current virginia safety inspection, last price , non negotiable * contact leo at show contact info (Text or call)",Z2021HondaAccordSportSedan26.jpg
27,2016,Hyundai,Accent SE Sedan,"$8,495",2016 Hyundai Accent SE Sedan,"2016 Hyundai Accent VIN: KMHCT4AE9GU163105 condition: good cylinders: 4 cylinders drive: fwd fuel: gas odometer: 66,776 paint color: red title status: clean transmission: automatic type: sedan more ads by this seller","2016 hyundai accent SE sedan price: call or text today: or commonwealth motorcars .#105 20152 we are open 10am to monday thru saturday. vehicle description: !! only 66k miles !! clean title, 1 local virginia owner vehicle, rear brake drums just replaced and fresh oil change, this vehicle is in very good condition mechanically and good cosmetically. This vehicle is virginia safety inspected and passed emission. We are a certified AutoCheck advantage dealer and provide a free AutoCheck report on every vehicle in stock. We are a virginia used car dealer and prices do not include dealer processing of , taxes, title, registration (if registering a vehicle in virginia out of state customers will pay taxes, title and registration in their respective state), finance charges (if financed) or any other compliance and dealer charges. You are welcome to bring financing through your own source or cash customers are welcome too. The advertised price is the cash price of a one-time payment. Limited third party extended warranty is available at per month on a monthly basis for most asian and american model vehicles, ask the salesperson for details, no long-term contract or any set-up required. You will find amazing deals at commonwealth motorcars chantilly VA. vehicle details: condition : used mileage : 66,777 engine : 1.6L L4 dohc 16V transmission : automatic exterior color : red doors : 4 doors stock # : 163105 vehicle options: abs brakes air conditioning alloy wheels automatic headlights AM/FM radio child safety door locks cruise control deep tinted glass driver airbag sirius XM radio front side airbag keyless entry passenger airbag passenger adjustable exterior mirror power door locks power windows rear spoiler rear window defogger side head curtain airbag telescopic steering column tire pressure monitor traction control 2016 hyundai accent SE sedan price: call or text today: or commonwealth motorcars .#105 20152 we are open 10am to monday thru saturday. This vehicle is subject to prior sale. The pricing, equipment, specifications, and photos presented are believed to be accurate, but are provided ""AS IS"" and are subject to change without notice. Fuel economy figures (if shown) are provided from epa mileage estimates. Your actual mileage will vary, depending on specific options selected, overall condition of the vehicle, and your personal driving habits. Any payment or financing offer is with lender approval pending a credit check of the borrower. All prices and payments indicated do not include sales tax, vehicle tag/title/registration , or of . Please see a salesperson with any questions you might have before making any purchase commitment on this or any other vehicle we have for sale.",AA!!only66kMiles!!2016Hyund27.jpg
28,2011,BMW,X3 xDrive 28i,"$5,695",2011 BMW X3 xDrive 28i,"2011 BMW X3 VIN: 5UXWX5C52BL714688 condition: excellent cylinders: 6 cylinders drive: 4wd fuel: gas odometer: 149,442 paint color: grey title status: clean transmission: automatic type: SUV more ads by this seller","2011 bmw X3 xDrive 28i price: call or text today: or commonwealth motorcars .#105 20152 we are open 10am to monday thru saturday. vehicle description: clean title, very good condition mechanically and very clean cosmetically. This vehicle is virginia safety inspected and passed emission. We are a certified AutoCheck advantage dealer and provide a free AutoCheck report on every vehicle in stock. We are a virginia used car dealer and prices do not include dealer processing of apply to every vehicle sold regardless of if you are a virginia resident or not. Taxes, title, registration apply (if registering a vehicle in virginia out of state customers will pay taxes, title and registration in their respective state), finance charges (if financed) or any other compliance and dealer charges. You are welcome to bring financing through your own source or cash customers are welcome too. The advertised price is the cash price of a one-time payment. Limited third party extended warranty is available at per month on a monthly basis for most asian and american model vehicles, ask the salesperson for details, no long-term contract or any set-up required. You will find amazing deals at commonwealth motorcars chantilly VA.. vehicle details: condition : used mileage : 149,442 engine : 3.0L L6 dohc 24V transmission : automatic exterior color : grey doors : 4 doors stock # : 714688 vehicle options: abs brakes air conditioning automatic headlights AM/FM radio CD player child safety door locks cruise control driver airbag front air dam front side airbag interval wiper keyless entry passenger airbag power adjustable exterior mirror power door locks power windows side head curtain airbag telescopic steering column tire pressure monitor traction control 2011 bmw X3 xDrive 28i price: call or text today: or commonwealth motorcars .#105 20152 we are open 10am to monday thru saturday. This vehicle is subject to prior sale. The pricing, equipment, specifications, and photos presented are believed to be accurate, but are provided ""AS IS"" and are subject to change without notice. Fuel economy figures (if shown) are provided from epa mileage estimates. Your actual mileage will vary, depending on specific options selected, overall condition of the vehicle, and your personal driving habits. Any payment or financing offer is with lender approval pending a credit check of the borrower. All prices and payments indicated do not include sales tax, vehicle tag/title/registration , or of . Please see a salesperson with any questions you might have before making any purchase commitment on this or any other vehicle we have for sale.",AB2011BMWX3xDrive28iZYXWVUT28.jpg
29,2024,BMW,X1 AWD All Wheel Drive xDrive28i SUV,"$41,903",2024 BMW X1 AWD All Wheel Drive xDrive28i SUV,"google map  2024 BMW X1 VIN: WBX73EF03R5Z32111 condition: excellent cylinders: 4 cylinders drive: 4wd fuel: gas odometer: 7,785 paint color: green title status: clean transmission: automatic type: SUV more ads by this seller","Please read please call please confirm ***As the nation's largest automobile retailer, vehicles are often moved from one dealership to another without prior notice. We strongly urge you to call or to verify availability of any used vehicle prior to coming in. With hundreds of dealerships and thousands of vehicles available nationwide, please don't waste your time by skipping this simple step. stock number: R5Z32111 number: : *() most common questions about this vehicle: want to confirm availability and current vehicle ? Would you like to have the most updated carfax sent to you? We can send specific photos of the vehicle to you. Would you like to request service history and maintenance performed? Do you want to schedule an appointment for a test drive ? Want more information about financing , like rates, terms, and payments? Want to get pre-approved ? Would you like us to reserve or hold this vehicle for you? Want to know more about potential home delivery options? Do you have questions about trading in your vehicle ? Have specific questions about this vehicle that we can answer? Get these questions answered by calling OR: : why buy from us? Well buy your car, no purchase necessary mega selection of over 100,000 new & used vehicles online no-hassle financing little to no money down in many instances 1Price used vehicles, no haggle, no pressure used vehicle 5-day return policy WE have helped people with the following: great credit bad credit no credit no Co-Signer first time buyers recent divorce discharged bankruptcy multiple repo's short job time foreclosure child support student loans negative equity -------------------------------------------------------------- AutoNation america's largest automotive retailer -------------------------------------------------------------- please read, please call, please confirm as the nation's largest automobile retailer, vehicles are often moved from one dealership to another without prior notice. We strongly urge you to call or to verify availability of any used vehicle prior to coming in. With hundreds of dealerships and thousands of vehicles available nationwide, please don't waste your time by skipping this simple step. You can immediately confirm availability of this vehicle by calling using this stock number: R5Z32111 vehicle specifications year: 2024 stock #: R5Z32111 make: bmw model: X1 vin: WBX73EF03R5Z32111 trim: xDrive28i mileage: 7,785 color: cape york green / oyster body: suv trans: automatic AD ID: 6EA981 engine: 2.0 L 4 cyl fuel: gasoline drive: awd mpg: 25 city / 34 hwy stock number: R5Z32111 subject to prior sale. Call to confirm availability. to see more images plus all other inventory we have available: bmw of rockville ask for: sales department rockville,20852 frequently asked questions do I really need to call first, can I just take my chances and hope the vehicle is there? If youre seeing this ad, it is likely that the vehicle IS for sale within the autonation network. Our intent is to prevent you from showing up after the vehicle has been moved. Give us a call, let us physically touch it and confirm its availability. Well provide the local dealership name and address so that you dont waste your time. This post is almost 30 days old. Surely you don't still have this vehicle, do you? If the post still has a number, we almost certainly still have the vehicle at one of your local autonation dealerships. Simply dial the number above and we'll be happy to point you to the correct store. We may even bring the vehicle to a store near you. You say you help people with less than perfect credit, are you a buy here - pay here lot? No. We are not a buy here - pay here lot. However, because we are the largest retailer of new and used vehicles in the U.S. we have access to banks and credit unions that can be a tremendous benefit to extremely challenged credit. Can I really secure financing with zero down payment? Many customers actually take delivery without a checkbook or credit card. While this isn't a possibility in every situation, it is often an option when transacting with an autonation dealership. Do you take trade-ins? Yes. We need to buy cars from customers every day because of the huge demand in the used vehicle market. It isn't necessary for you to buy a vehicle either. We'd love to purchase your vehicle regardless of age or mileage in most cases. What if I want to trade in my vehicle but still owe more than it's worth. This is another very common situation that usually won't prevent you from trading your vehicle and taking delivery of your next new or PreOwned vehicle. Are you guys really 1price? Won't you negotiate? We've found that every single customer wants our bottom-line best price up front. Imagine going to a dealership and telling them ""don't tell me your best price, instead, keep going back and forth to your manager and waste as much of my time as possible, until we finally find your best price, and then try to guilt me into buying because you spent so much time with me"". If that's actually what you want, you may need help. We put our bottom line lowest price on every pre-owned vehicle and then let you decide if, and when you want to buy it. No pressure. So, I like this vehicle i'm looking at, but i'd rather not talk to anyone yet. What do I do? copy and paste the link and in this ad, and find the contact US tab on the right side of the showroom page. Just ask ""Where might I see this vehicle?"". Someone will respond promptly. I think this vehicle might be the one for me, but I live several hours away. Can I prevent someone else from buying it before I get there? Yes. We have very simple process for this very common situation. Just give us a call. As america's largest automotive retailer we have thousands of other vehicles, including many others that may be identical to this one. Use the link below to inventory from this and other nearby dealerships. Description: * navigation system * keyless start * rear SpoilerBMW of rockville has a wide selection of exceptional pre-owned vehicles to choose from, including this 2024 bmw X1. As a compact suv, this vehicle packs all the performance of a full-size into a package that easily navigates the urban terrain. You appreciate the finer things in life, the vehicle you drive should not be the exception. Style, performance, sophistication is in a class of its own with this stunning bmw X1 xDrive28i. The less money you spend at the pump, the more money you'll have to spend on you. So why not consider this wonderfully styled, fuel-efficient bmw X1. Comfort. Performance. Safety. Enjoy all three with this well-appointed awd 2024 bmw. With an efficient and easy to use navigation system, this bmw X1 will help get you from point A to point B in no time flat. Accessories & color may vary. Dealer not responsible for errors or omissions. New vehicle pricing may already include applicable manufacturer incentives which may expire at any time & are subject to incentive qualification criteria & requirements. Manufacturer incentive data & vehicle features is provided by third parties & believed to be accurate as of the time of publication. Please contact the store by or for details & availability of incentives. Sales tax or other taxes, tag, title, registration , government , not included. dealer processing charge not included in quoted price. Pre-owned vehicle Money-Back guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply. Vehicles may have unrepaired safety recalls. You can check recall status by vin, at powered by automoxie.com",AC2024BMWX1AWDAllWheelDrive29.jpg
